V1	V2	V3	father
11436	R-HSA-9646304	Evasion of Oxidative Stress Induced Senescence Due to p14ARF Defects	Homo sapiens	Disease
11437	R-HSA-9632693	Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects	Homo sapiens	Disease
11438	R-HSA-8941413	Events associated with phagocytolytic activity of PMN cells	Homo sapiens	Immune System
11439	R-HSA-168274	Export of Viral Ribonucleoproteins from Nucleus	Homo sapiens	Disease
11440	R-HSA-9036866	Expression and Processing of Neurotrophins	Homo sapiens	Signal Transduction
11441	R-HSA-9752946	Expression and translocation of olfactory receptors	Homo sapiens	Sensory Perception
11442	R-HSA-180786	Extension of Telomeres	Homo sapiens	Cell Cycle
11443	R-HSA-9009391	Extra-nuclear estrogen signaling	Homo sapiens	Signal Transduction
11444	R-HSA-1474244	Extracellular matrix organization	Homo sapiens	Extracellular matrix organization
11445	R-HSA-140834	Extrinsic Pathway of Fibrin Clot Formation	Homo sapiens	Hemostasis
11446	R-HSA-9837092	FASTK family proteins regulate processing and stability of mitochondrial RNAs	Homo sapiens	Metabolism of RNA
11447	R-HSA-8854050	FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	Homo sapiens	Cell Cycle
11448	R-HSA-2644605	FBXW7 Mutants and NOTCH1 in Cancer	Homo sapiens	Disease
11449	R-HSA-2871809	FCERI mediated Ca+2 mobilization	Homo sapiens	Immune System
11450	R-HSA-2871796	FCERI mediated MAPK activation	Homo sapiens	Immune System
11451	R-HSA-2871837	FCERI mediated NF-kB activation	Homo sapiens	Immune System
11452	R-HSA-2029481	FCGR activation	Homo sapiens	Immune System
11453	R-HSA-9664323	FCGR3A-mediated IL10 synthesis	Homo sapiens	Disease
11454	R-HSA-9664422	FCGR3A-mediated phagocytosis	Homo sapiens	Disease
11455	R-HSA-190242	FGFR1 ligand binding and activation	Homo sapiens	Signal Transduction
11456	R-HSA-1839124	FGFR1 mutant receptor activation	Homo sapiens	Disease
11457	R-HSA-190370	FGFR1b ligand binding and activation	Homo sapiens	Signal Transduction
11458	R-HSA-190374	FGFR1c and Klotho ligand binding and activation	Homo sapiens	Signal Transduction
11459	R-HSA-190373	FGFR1c ligand binding and activation	Homo sapiens	Signal Transduction
11460	R-HSA-6803529	FGFR2 alternative splicing	Homo sapiens	Signal Transduction
11461	R-HSA-190241	FGFR2 ligand binding and activation	Homo sapiens	Signal Transduction
11462	R-HSA-1839126	FGFR2 mutant receptor activation	Homo sapiens	Disease
11463	R-HSA-190377	FGFR2b ligand binding and activation	Homo sapiens	Signal Transduction
11464	R-HSA-190375	FGFR2c ligand binding and activation	Homo sapiens	Signal Transduction
11465	R-HSA-190239	FGFR3 ligand binding and activation	Homo sapiens	Signal Transduction
11466	R-HSA-2033514	FGFR3 mutant receptor activation	Homo sapiens	Disease
11467	R-HSA-190371	FGFR3b ligand binding and activation	Homo sapiens	Signal Transduction
11468	R-HSA-190372	FGFR3c ligand binding and activation	Homo sapiens	Signal Transduction
11469	R-HSA-190322	FGFR4 ligand binding and activation	Homo sapiens	Signal Transduction
11470	R-HSA-1839128	FGFR4 mutant receptor activation	Homo sapiens	Disease
11471	R-HSA-5658623	FGFRL1 modulation of FGFR1 signaling	Homo sapiens	Signal Transduction
11472	R-HSA-9607240	FLT3 Signaling	Homo sapiens	Immune System
11473	R-HSA-9702509	FLT3 mutants bind TKIs	Homo sapiens	Disease
11474	R-HSA-9706377	FLT3 signaling by CBL mutants	Homo sapiens	Disease
11475	R-HSA-9682385	FLT3 signaling in disease	Homo sapiens	Disease
11476	R-HSA-9706374	FLT3 signaling through SRC family kinases	Homo sapiens	Immune System
11477	R-HSA-217271	FMO oxidises nucleophiles	Homo sapiens	Metabolism
11478	R-HSA-9614085	FOXO-mediated transcription	Homo sapiens	Gene expression (Transcription)
11479	R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	Homo sapiens	Gene expression (Transcription)
11480	R-HSA-9614657	FOXO-mediated transcription of cell death genes	Homo sapiens	Gene expression (Transcription)
11481	R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	Homo sapiens	Gene expression (Transcription)
11482	R-HSA-5654693	FRS-mediated FGFR1 signaling	Homo sapiens	Signal Transduction
11483	R-HSA-5654700	FRS-mediated FGFR2 signaling	Homo sapiens	Signal Transduction
11484	R-HSA-5654706	FRS-mediated FGFR3 signaling	Homo sapiens	Signal Transduction
11485	R-HSA-5654712	FRS-mediated FGFR4 signaling	Homo sapiens	Signal Transduction
11486	R-HSA-983231	Factors involved in megakaryocyte development and platelet production	Homo sapiens	Hemostasis
11487	R-HSA-6783310	Fanconi Anemia Pathway	Homo sapiens	DNA Repair
11488	R-HSA-75157	FasL/ CD95L signaling	Homo sapiens	Signal Transduction
11489	R-HSA-434316	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	Homo sapiens	Metabolism
11490	R-HSA-8978868	Fatty acid metabolism	Homo sapiens	Metabolism
11491	R-HSA-211935	Fatty acids	Homo sapiens	Metabolism
11492	R-HSA-75105	Fatty acyl-CoA biosynthesis	Homo sapiens	Metabolism
11493	R-HSA-2454202	Fc epsilon receptor (FCERI) signaling	Homo sapiens	Immune System
11494	R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	Homo sapiens	Immune System
11495	R-HSA-1187000	Fertilization	Homo sapiens	Reproduction
11496	R-HSA-1566977	Fibronectin matrix formation	Homo sapiens	Extracellular matrix organization
11497	R-HSA-2855086	Ficolins bind to repetitive carbohydrate structures on the target cell surface	Homo sapiens	Immune System
11498	R-HSA-390450	Folding of actin by CCT/TriC	Homo sapiens	Metabolism of proteins
11499	R-HSA-163210	Formation of ATP by chemiosmotic coupling	Homo sapiens	Metabolism
11500	R-HSA-140877	Formation of Fibrin Clot (Clotting Cascade)	Homo sapiens	Hemostasis
11501	R-HSA-167152	Formation of HIV elongation complex in the absence of HIV Tat	Homo sapiens	Disease
11502	R-HSA-167200	Formation of HIV-1 elongation complex containing HIV-1 Tat	Homo sapiens	Disease
11503	R-HSA-5696395	Formation of Incision Complex in GG-NER	Homo sapiens	DNA Repair
11504	R-HSA-112382	Formation of RNA Pol II elongation complex 	Homo sapiens	Gene expression (Transcription)
11505	R-HSA-2559584	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	Homo sapiens	Cellular responses to stimuli
11506	R-HSA-6781823	Formation of TC-NER Pre-Incision Complex	Homo sapiens	DNA Repair
11507	R-HSA-9772755	Formation of WDR5-containing histone-modifying complexes	Homo sapiens	Gene expression (Transcription)
11508	R-HSA-72689	Formation of a pool of free 40S subunits	Homo sapiens	Metabolism of proteins
11509	R-HSA-196025	Formation of annular gap junctions	Homo sapiens	Vesicle-mediated transport
11510	R-HSA-111458	Formation of apoptosome	Homo sapiens	Programmed Cell Death
11511	R-HSA-9796292	Formation of axial mesoderm	Homo sapiens	Developmental Biology
11512	R-HSA-9823730	Formation of definitive endoderm	Homo sapiens	Developmental Biology
11513	R-HSA-77042	Formation of editosomes by ADAR proteins	Homo sapiens	Metabolism of RNA
11514	R-HSA-9761174	Formation of intermediate mesoderm	Homo sapiens	Developmental Biology
11515	R-HSA-9758920	Formation of lateral plate mesoderm	Homo sapiens	Developmental Biology
11516	R-HSA-9793380	Formation of paraxial mesoderm	Homo sapiens	Developmental Biology
11517	R-HSA-2408499	Formation of selenosugars for excretion	Homo sapiens	Metabolism
11518	R-HSA-113418	Formation of the Early Elongation Complex	Homo sapiens	Gene expression (Transcription)
11519	R-HSA-75094	Formation of the Editosome	Homo sapiens	Metabolism of RNA
11520	R-HSA-167158	Formation of the HIV-1 Early Elongation Complex	Homo sapiens	Disease
11521	R-HSA-173599	Formation of the active cofactor, UDP-glucuronate	Homo sapiens	Metabolism
11522	R-HSA-9823739	Formation of the anterior neural plate	Homo sapiens	Developmental Biology
11523	R-HSA-201722	Formation of the beta-catenin:TCF transactivating complex	Homo sapiens	Signal Transduction
11524	R-HSA-6809371	Formation of the cornified envelope	Homo sapiens	Developmental Biology
11525	R-HSA-9832991	Formation of the posterior neural plate	Homo sapiens	Developmental Biology
11526	R-HSA-72695	Formation of the ternary complex, and subsequently, the 43S complex	Homo sapiens	Metabolism of proteins
11527	R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC	Homo sapiens	Metabolism of proteins
11528	R-HSA-5661270	Formation of xylulose-5-phosphate	Homo sapiens	Metabolism
11529	R-HSA-444473	Formyl peptide receptors bind formyl peptides and many other ligands	Homo sapiens	Signal Transduction
11530	R-HSA-444209	Free fatty acid receptors	Homo sapiens	Signal Transduction
11531	R-HSA-400451	Free fatty acids regulate insulin secretion	Homo sapiens	Metabolism
11532	R-HSA-170968	Frs2-mediated activation	Homo sapiens	Signal Transduction
11533	R-HSA-5652227	Fructose biosynthesis	Homo sapiens	Metabolism
11534	R-HSA-70350	Fructose catabolism	Homo sapiens	Metabolism
11535	R-HSA-5652084	Fructose metabolism	Homo sapiens	Metabolism
11536	R-HSA-168270	Fusion and Uncoating of the Influenza Virion	Homo sapiens	Disease
11537	R-HSA-168288	Fusion of the Influenza Virion to the Host Cell Endosome	Homo sapiens	Disease
11538	R-HSA-416482	G alpha (12/13) signalling events	Homo sapiens	Signal Transduction
11539	R-HSA-418594	G alpha (i) signalling events	Homo sapiens	Signal Transduction
11540	R-HSA-416476	G alpha (q) signalling events	Homo sapiens	Signal Transduction
11541	R-HSA-418555	G alpha (s) signalling events	Homo sapiens	Signal Transduction
11542	R-HSA-418597	G alpha (z) signalling events	Homo sapiens	Signal Transduction
11543	R-HSA-8964315	G beta:gamma signalling through BTK	Homo sapiens	Signal Transduction
11544	R-HSA-8964616	G beta:gamma signalling through CDC42	Homo sapiens	Signal Transduction
11545	R-HSA-392451	G beta:gamma signalling through PI3Kgamma	Homo sapiens	Signal Transduction
11546	R-HSA-418217	G beta:gamma signalling through PLC beta	Homo sapiens	Signal Transduction
11547	R-HSA-1296059	G protein gated Potassium channels	Homo sapiens	Neuronal System
11548	R-HSA-202040	G-protein activation	Homo sapiens	Signal Transduction
11549	R-HSA-397795	G-protein beta:gamma signalling	Homo sapiens	Signal Transduction
11550	R-HSA-112040	G-protein mediated events	Homo sapiens	Signal Transduction
11551	R-HSA-1538133	G0 and Early G1	Homo sapiens	Cell Cycle
11552	R-HSA-69236	G1 Phase	Homo sapiens	Cell Cycle
11553	R-HSA-69615	G1/S DNA Damage Checkpoints	Homo sapiens	Cell Cycle
11554	R-HSA-69206	G1/S Transition	Homo sapiens	Cell Cycle
11555	R-HSA-69205	G1/S-Specific Transcription	Homo sapiens	Cell Cycle
11556	R-HSA-68911	G2 Phase	Homo sapiens	Cell Cycle
11557	R-HSA-69481	G2/M Checkpoints	Homo sapiens	Cell Cycle
11558	R-HSA-69473	G2/M DNA damage checkpoint	Homo sapiens	Cell Cycle
11559	R-HSA-69478	G2/M DNA replication checkpoint	Homo sapiens	Cell Cycle
11560	R-HSA-69275	G2/M Transition	Homo sapiens	Cell Cycle
11561	R-HSA-180292	GAB1 signalosome	Homo sapiens	Signal Transduction
11562	R-HSA-977444	GABA B receptor activation	Homo sapiens	Neuronal System
11563	R-HSA-977443	GABA receptor activation	Homo sapiens	Neuronal System
11564	R-HSA-888568	GABA synthesis	Homo sapiens	Neuronal System
11565	R-HSA-888590	GABA synthesis, release, reuptake and degradation	Homo sapiens	Neuronal System
11566	R-HSA-6787639	GDP-fucose biosynthesis	Homo sapiens	Metabolism of proteins
11567	R-HSA-5635851	GLI proteins bind promoters of Hh responsive genes to promote transcription	Homo sapiens	Signal Transduction
11568	R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	Homo sapiens	Signal Transduction
11569	R-HSA-430116	GP1b-IX-V activation signalling	Homo sapiens	Hemostasis
11570	R-HSA-388396	GPCR downstream signalling	Homo sapiens	Signal Transduction
11571	R-HSA-500792	GPCR ligand binding	Homo sapiens	Signal Transduction
11572	R-HSA-9634597	GPER1 signaling	Homo sapiens	Signal Transduction
11573	R-HSA-114604	GPVI-mediated activation cascade	Homo sapiens	Hemostasis
11574	R-HSA-179812	GRB2 events in EGFR signaling	Homo sapiens	Signal Transduction
11575	R-HSA-1963640	GRB2 events in ERBB2 signaling	Homo sapiens	Signal Transduction
11576	R-HSA-354194	GRB2:SOS provides linkage to MAPK signaling for Integrins 	Homo sapiens	Hemostasis
11577	R-HSA-1306955	GRB7 events in ERBB2 signaling	Homo sapiens	Signal Transduction
11578	R-HSA-9762114	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	Homo sapiens	Cellular responses to stimuli
11579	R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	Homo sapiens	Metabolism of proteins
11580	R-HSA-9726842	Gain-of-function MRAS complexes activate RAF signaling	Homo sapiens	Disease
11581	R-HSA-70370	Galactose catabolism	Homo sapiens	Metabolism
11582	R-HSA-163841	Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation	Homo sapiens	Metabolism of proteins
11583	R-HSA-159740	Gamma-carboxylation of protein precursors	Homo sapiens	Metabolism of proteins
11584	R-HSA-159854	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	Homo sapiens	Metabolism of proteins
11585	R-HSA-190861	Gap junction assembly	Homo sapiens	Vesicle-mediated transport
11586	R-HSA-190873	Gap junction degradation	Homo sapiens	Vesicle-mediated transport
11587	R-HSA-190828	Gap junction trafficking	Homo sapiens	Vesicle-mediated transport
11588	R-HSA-157858	Gap junction trafficking and regulation	Homo sapiens	Vesicle-mediated transport
11589	R-HSA-5696397	Gap-filling DNA repair synthesis and ligation in GG-NER	Homo sapiens	DNA Repair
11590	R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	Homo sapiens	DNA Repair
11591	R-HSA-881907	Gastrin-CREB signalling pathway via PKC and MAPK	Homo sapiens	Signal Transduction
11592	R-HSA-9758941	Gastrulation	Homo sapiens	Developmental Biology
11593	R-HSA-211000	Gene Silencing by RNA	Homo sapiens	Gene expression (Transcription)
11594	R-HSA-8950505	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	Homo sapiens	Immune System
11595	R-HSA-74160	Gene expression (Transcription)	Homo sapiens	Gene expression (Transcription)
11596	R-HSA-202433	Generation of second messenger molecules	Homo sapiens	Immune System
11597	R-HSA-212436	Generic Transcription Pathway	Homo sapiens	Gene expression (Transcription)
11598	R-HSA-9754189	Germ layer formation at gastrulation	Homo sapiens	Developmental Biology
11599	R-HSA-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	Homo sapiens	DNA Repair
11600	R-HSA-163359	Glucagon signaling in metabolic regulation	Homo sapiens	Metabolism
11601	R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	Homo sapiens	Metabolism
11602	R-HSA-420092	Glucagon-type ligand receptors	Homo sapiens	Signal Transduction
11603	R-HSA-194002	Glucocorticoid biosynthesis	Homo sapiens	Metabolism
11604	R-HSA-70263	Gluconeogenesis	Homo sapiens	Metabolism
11605	R-HSA-70326	Glucose metabolism	Homo sapiens	Metabolism
11606	R-HSA-156588	Glucuronidation	Homo sapiens	Metabolism
11607	R-HSA-210500	Glutamate Neurotransmitter Release Cycle	Homo sapiens	Neuronal System
11608	R-HSA-8964539	Glutamate and glutamine metabolism	Homo sapiens	Metabolism
11609	R-HSA-399721	Glutamate binding, activation of AMPA receptors and synaptic plasticity	Homo sapiens	Neuronal System
11610	R-HSA-156590	Glutathione conjugation	Homo sapiens	Metabolism
11611	R-HSA-174403	Glutathione synthesis and recycling	Homo sapiens	Metabolism
11612	R-HSA-1483206	Glycerophospholipid biosynthesis	Homo sapiens	Metabolism
11613	R-HSA-6814848	Glycerophospholipid catabolism	Homo sapiens	Metabolism
11614	R-HSA-6783984	Glycine degradation	Homo sapiens	Metabolism
11615	R-HSA-70221	Glycogen breakdown (glycogenolysis)	Homo sapiens	Metabolism
11616	R-HSA-8982491	Glycogen metabolism	Homo sapiens	Metabolism
11617	R-HSA-3858516	Glycogen storage disease type 0 (liver GYS2)	Homo sapiens	Disease
11618	R-HSA-3828062	Glycogen storage disease type 0 (muscle GYS1)	Homo sapiens	Disease
11619	R-HSA-5357609	Glycogen storage disease type II (GAA)	Homo sapiens	Disease
11620	R-HSA-3878781	Glycogen storage disease type IV (GBE1)	Homo sapiens	Disease
11621	R-HSA-3274531	Glycogen storage disease type Ia (G6PC)	Homo sapiens	Disease
11622	R-HSA-3229133	Glycogen storage disease type Ib (SLC37A4)	Homo sapiens	Disease
11623	R-HSA-3814836	Glycogen storage disease type XV (GYG1)	Homo sapiens	Disease
11624	R-HSA-3229121	Glycogen storage diseases	Homo sapiens	Disease
11625	R-HSA-3322077	Glycogen synthesis	Homo sapiens	Metabolism
11626	R-HSA-70171	Glycolysis	Homo sapiens	Metabolism
11627	R-HSA-209822	Glycoprotein hormones	Homo sapiens	Metabolism of proteins
11628	R-HSA-1630316	Glycosaminoglycan metabolism	Homo sapiens	Metabolism
11629	R-HSA-9840309	Glycosphingolipid biosynthesis	Homo sapiens	Metabolism
11630	R-HSA-9840310	Glycosphingolipid catabolism	Homo sapiens	Metabolism
11631	R-HSA-1660662	Glycosphingolipid metabolism	Homo sapiens	Metabolism
11632	R-HSA-389661	Glyoxylate metabolism and glycine degradation	Homo sapiens	Metabolism
11633	R-HSA-432722	Golgi Associated Vesicle Biogenesis	Homo sapiens	Vesicle-mediated transport
11634	R-HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization	Homo sapiens	Cell Cycle
11635	R-HSA-8856688	Golgi-to-ER retrograde transport	Homo sapiens	Vesicle-mediated transport
11636	R-HSA-982772	Growth hormone receptor signaling	Homo sapiens	Immune System
11637	R-HSA-3214847	HATs acetylate histones	Homo sapiens	Chromatin organization
11638	R-HSA-9609690	HCMV Early Events	Homo sapiens	Disease
11639	R-HSA-9609646	HCMV Infection	Homo sapiens	Disease
11640	R-HSA-9610379	HCMV Late Events	Homo sapiens	Disease
11641	R-HSA-1296061	HCN channels	Homo sapiens	Neuronal System
11642	R-HSA-3214815	HDACs deacetylate histones	Homo sapiens	Chromatin organization
11643	R-HSA-8963896	HDL assembly	Homo sapiens	Transport of small molecules
11644	R-HSA-8964011	HDL clearance	Homo sapiens	Transport of small molecules
11645	R-HSA-8964058	HDL remodeling	Homo sapiens	Transport of small molecules
11646	R-HSA-3214842	HDMs demethylate histones	Homo sapiens	Chromatin organization
11647	R-HSA-5685942	HDR through Homologous Recombination (HRR)	Homo sapiens	DNA Repair
11648	R-HSA-5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	Homo sapiens	DNA Repair
11649	R-HSA-5685939	HDR through MMEJ (alt-NHEJ)	Homo sapiens	DNA Repair
